V1,V2,V3,V4
-122.818004543337,151.989863759155,70.6762766585052,-497.992609870003
-286.651649802454,-269.835845748821,-186.198246945409,-322.433561769925
4.72792325727021,3.24179658760734,-23.071626609076,-21.5624837668946
-21.9288703684489,-175.182427541376,97.0858743295758,-84.5981885021577
528.147139272825,221.74254598135,-509.765879586977,783.713348729423
-202.881887617173,-438.701825033287,-148.2218968983,-163.235672140105
95.0459696995438,184.02129196724,31.1121001324917,157.449482418204
-177.530799010217,-279.798001401198,-157.743842832163,711.375926885632
490.02763315055,-45.3753993742954,-527.152942303103,-468.210185352063
8.16659621739695,123.091441679927,49.5008052071032,126.859892803876
-5.33456446910926,250.30954007815,426.324096077847,625.152491293502
250.822646103541,261.724469527014,765.987488963104,47.5076426263796
827.966334801109,1309.32298425017,696.624914604588,1003.59907693375
1026.97618017197,844.577469203438,1260.31803622814,1235.02587211887
-185.325101732503,121.009595336906,60.8351301342091,579.874367079657
-115.109048178443,-428.037335842378,-70.4352175316258,-269.042145226679
66.0497450686316,199.381852550125,45.6038209945362,46.8496519285029
-114.811116147677,243.749508921668,-738.760710089385,-66.5721635147436
13.7605248092591,-0.0265938710486209,6.5365985050263,5.98425857892049
-126.724601012957,-123.631952166252,-127.263598266227,19.2594974968241
-74.8871216796806,-15.9421726745219,-238.323149576439,-96.3575495534498
-29.1093679125587,52.5652841474368,15.2975239121654,91.5491363724382
181.523384620096,-213.640277035983,261.819482744711,209.026938217612
102.629280815123,-157.330792878873,-101.207720331484,-298.675599517673
-474.290740605381,-914.085581696662,-674.155904041845,-815.758435315193
-232.737509449684,-93.3013638071947,-23.2403842827551,-25.7609915716085
-30.1873043835246,-36.5525408545929,-128.951386796142,-16.5221535240916
-81.2755202630059,203.946076019135,91.2574110107047,-101.672502889598
1011.6356360311,763.324341256979,652.669741227123,115.755978061331
-222.924326638422,-132.429148487001,240.126679182009,484.476590591527
6.15677029981115,1.18669427997351,-2.85200683674869,8.16585451260154
1039.41319054176,531.504749581779,584.382037388954,838.293548354809
-128.848183741931,-108.844844833375,-34.6362772207301,64.8489391305367
72.8451223109788,147.991606252009,363.907760694113,136.410900496242
-170.757096270032,30.9723468525956,-1.23321879471482,109.670307606372
955.111366811854,988.587929962538,549.127995603535,408.415476592689
-25.3177970553453,189.144528560379,213.965236200874,399.742331375215
782.374370262203,457.909388071152,677.48339780233,1023.29757521055
652.193887034928,784.126615270424,756.79729457982,458.244489082062
-162.071253406355,-342.244534198359,-114.610531199704,-685.750769615741
97.4899941506705,507.724601755943,674.192827875699,535.540343764613
259.414437426167,669.577514433507,308.058071768653,518.015680261946
173.755793197125,66.1169192578735,180.375290182997,197.587305977024
-92.8686820709516,26.1293156745689,114.505019663709,-144.435556223547
-176.001032360377,-79.3482488352122,45.266596724941,40.5720269221882
ts_anually$ts
397567.268807257
397152.644953979
396477.043707068
394061.572131671
388334.713124835
386420.812704354
389116.14969077
385621.311559532
388214.604083839
385296.75145795
388320.994720753
388809.927056123
387882.039132156
389518.47068891
389537.586862629
388465.959076605
390430.424388861
391031.483984751
391059.44797507
392787.014149829
391904.648800682
394017.956428352
393379.606269809
394232.317292364
394874.467470155
394953.351782436
393904.617899394
395574.237363279
394760.509867585
395740.632860912
393328.339667763
391565.549619706
394647.651837043
394121.953650869
392972.062361293
395308.308854864
398293.902157407
399010.230880169
400436.156923395
404128.173156362
402866.09802191
400067.204504012
404776.737658279
400111.732947449
402124.446826787
402585.256832198
401454.63976864
397338.833889648
397155.007355918
401028.968373723
400633.247857123
396887.405519604
401734.624882873
396425.982647279
396545.885737781
391093.867677579
388322.172608202
384615.423803722
381589.98868969
385399.67985676
388931.072308432
390537.374692005
390847.955868898
390600.858656071
392066.529752224
393343.720754851
395331.897567841
396347.733071372
398693.308052206
400412.926263659
399166.907102694
402147.220561652
403180.543448376
403398.337821578
405145.447851462
406764.288169929
406281.02974797
407237.660657039
412745.469630759
412523.097431021
413304.967800008
414102.236141686
414720.655131511
413892.525840237
414630.037431069
413896.564338594
412545.809500531
413499.740889003
416362.203311433
414113.893275703
413893.575438661
413908.030507534
412442.277804608
411757.176284753
407734.170630189
404283.930698395
398695.417392529
400980.238080292
396487.191251783
393015.22060916
391422.919084436
400194.648009098
409778.566343414
407639.448909457
411419.411421381
412137.24861242
410593.348342252
412383.887840034
411780.925416321
410266.601105366
405914.34650906
405616.952706633
401654.685482452
400808.736165362
407910.205179041
414230.355698358
410151.164006503
409110.599109625
408172.733564855
404965.73648852
406071.453428293
409298.356764405
407685.460181616
409692.253476516
415576.909550957
413159.346511735
414964.285770471
412270.430092034
408194.562708115
416068.435882862
409871.841323576
414822.790729755
420103.544101107
418811.915917627
420805.498947718
421282.252030251
416076.82231071
421919.465098804
